jugar,遊ぶ、プレーする,juego,juegas,juega,jugamos,jugáis,juegan,jugando,jugado,jugué,jugaste,jugó,jugamos,jugasteis,jugaron,jugaba,jugabas,jugaba,jugábamos,jugabais,jugaban,jugaré,jugarás,jugará,jugaremos,jugaréis,jugarán,jugaría,jugarías,jugaría,jugaríamos,jugaríais,jugarían,juegue,juegues,juegue,juguemos,juguéis,jueguen,jugara,jugaras,jugara,jugáramos,jugarais,jugaran,jugare,jugares,jugare,jugáremos,jugareis,jugaren,juega,juegue,jugad,jueguen,
leer,読む,leo,lees,lee,leemos,leéis,leen,leyendo,leído,leí,leíste,leyó,leímos,leísteis,leyeron,leía,leías,leía,leíamos,leíais,leían,leeré,leerás,leerá,leeremos,leeréis,leerán,leería,leerías,leería,leeríamos,leeríais,leerían,lea,leas,lea,leamos,leáis,lean,leyera,leyeras,leyera,leyéramos,leyerais,leyeran,leyere,leyeres,leyere,leyéremos,leyereis,leyeren,lee,lea,leed,lean,
levantar,起こす,levanto,levantas,levanta,levantamos,levantáis,levantan,levantando,levantado,levanté,levantaste,levantó,levantamos,levantasteis,levantaron,levantaba,levantabas,levantaba,levantábamos,levantabais,levantaban,levantaré,levantarás,levantará,levantaremos,levantaréis,levantarán,levantaría,levantarías,levantaría,levantaríamos,levantaríais,levantarían,levante,levantes,levante,levantemos,levantéis,levanten,levantara,levantaras,levantara,levantáramos,levantarais,levantaran,levantare,levantares,levantare,levantáremos,levantareis,levantaren,levanta,levante,levantad,levanten,
llamar,呼ぶ,llamo,llamas,llama,llamamos,llamáis,llaman,llamando,llamado,llamé,llamaste,llamó,llamamos,llamasteis,llamaron,llamaba,llamabas,llamaba,llamábamos,llamabais,llamaban,llamaré,llamarás,llamará,llamaremos,llamaréis,llamarán,llamaría,llamarías,llamaría,llamaríamos,llamaríais,llamarían,llame,llames,llame,llamemos,llaméis,llamen,llamara,llamaras,llamara,llamáramos,llamarais,llamaran,llamare,llamares,llamare,llamáremos,llamareis,llamaren,llama,llame,llamad,llamen,
llegar,着く,llego,llegas,llega,llegamos,llegáis,llegan,llegando,llegado,llegué,llegaste,llegó,llegamos,llegasteis,llegaron,llegaba,llegabas,llegaba,llegábamos,llegabais,llegaban,llegaré,llegarás,llegará,llegaremos,llegaréis,llegarán,llegaría,llegarías,llegaría,llegaríamos,llegaríais,llegarían,llegue,llegues,llegue,lleguemos,lleguéis,lleguen,llegara,llegaras,llegara,llegáramos,llegarais,llegaran,llegare,llegares,llegare,llegáremos,llegareis,llegaren,llega,llegue,llegad,lleguen,
llevar,持っていく、含む,llevo,llevas,lleva,llevamos,lleváis,llevan,llevando,llevado,llevé,llevaste,llevó,llevamos,llevasteis,llevaron,llevaba,llevabas,llevaba,llevábamos,llevabais,llevaban,llevaré,llevarás,llevará,llevaremos,llevaréis,llevarán,llevaría,llevarías,llevaría,llevaríamos,llevaríais,llevarían,lleve,lleves,lleve,llevemos,llevéis,lleven,llevara,llevaras,llevara,lleváramos,llevarais,llevaran,llevare,llevares,llevare,lleváremos,llevareis,llevaren,lleva,lleve,llevad,lleven,
llover,雨が降る,lluevo,llueves,llueve,llovemos,llovéis,llueven,lloviendo,llovido,lloví,lloviste,llovió,llovimos,llovisteis,llovieron,llovía,llovías,llovía,llovíamos,llovíais,llovían,lloveré,lloverás,lloverá,lloveremos,lloveréis,lloverán,llovería,lloverías,llovería,lloveríamos,lloveríais,lloverían,llueva,lluevas,llueva,llovamos,llováis,lluevan,lloviera,llovieras,lloviera,lloviéramos,llovierais,llovieran,lloviere,llovieres,lloviere,lloviéremos,lloviereis,llovieren,llueve,llueva,lloved,lluevan,
mandar,送る,mando,mandas,manda,mandamos,mandáis,mandan,mandando,mandado,mandé,mandaste,mandó,mandamos,mandasteis,mandaron,mandaba,mandabas,mandaba,mandábamos,mandabais,mandaban,mandaré,mandarás,mandará,mandaremos,mandaréis,mandarán,mandaría,mandarías,mandaría,mandaríamos,mandaríais,mandarían,mande,mandes,mande,mandemos,mandéis,manden,mandara,mandaras,mandara,mandáramos,mandarais,mandaran,mandare,mandares,mandare,mandáremos,mandareis,mandaren,manda,mande,mandad,manden,
mirar,注意してみる,miro,miras,mira,miramos,miráis,miran,mirando,mirado,miré,miraste,miró,miramos,mirasteis,miraron,miraba,mirabas,miraba,mirábamos,mirabais,miraban,miraré,mirarás,mirará,miraremos,miraréis,mirarán,miraría,mirarías,miraría,miraríamos,miraríais,mirarían,mire,mires,mire,miremos,miréis,miren,mirara,miraras,mirara,miráramos,mirarais,miraran,mirare,mirares,mirare,miráremos,mirareis,miraren,mira,mire,mirad,miren,
morir,死ぬ,muero,mueres,muere,morimos,morís,mueren,muriendo,muerto,morí,moriste,murió,morimos,moristeis,murieron,moría,morías,moría,moríamos,moríais,morían,moriré,morirás,morirá,moriremos,moriréis,morirán,moriría,morirías,moriría,moriríamos,moriríais,morirían,muera,mueras,muera,muramos,muráis,mueran,muriera,murieras,muriera,muriéramos,murierais,murieran,muriere,murieres,muriere,muriéremos,muriereis,murieren,muere,muera,morid,mueran,
oír,聞く、聞こえる,oigo,oyes,oye,oímos,oís,oyen,oyendo,oído,oí,oíste,oyó,oímos,oísteis,oyeron,oía,oías,oía,oíamos,oíais,oían,oiré,oirás,oirá,oiremos,oiréis,oirán,oiría,oirías,oiría,oiríamos,oiríais,oirían,oiga,oigas,oiga,oigamos,oigáis,oigan,oyera,oyeras,oyera,oyéramos,oyerais,oyeran,oyere,oyeres,oyere,oyéremos,oyereis,oyeren,oye,oiga,oíd,oigan,
olvidar,忘れる,olvido,olvidas,olvida,olvidamos,olvidáis,olvidan,olvidando,olvidado,olvidé,olvidaste,olvidó,olvidamos,olvidasteis,olvidaron,olvidaba,olvidabas,olvidaba,olvidábamos,olvidabais,olvidaban,olvidaré,olvidarás,olvidará,olvidaremos,olvidaréis,olvidarán,olvidaría,olvidarías,olvidaría,olvidaríamos,olvidaríais,olvidarían,olvide,olvides,olvide,olvidemos,olvidéis,olviden,olvidara,olvidaras,olvidara,olvidáramos,olvidarais,olvidaran,olvidare,olvidares,olvidare,olvidáremos,olvidareis,olvidaren,olvida,olvide,olvidad,olviden,
parecer,〜ように見える、〜らしい,parezco,pareces,parece,parecemos,parecéis,parecen,pareciendo,parecido,parecí,pareciste,pareció,parecimos,parecisteis,parecieron,parecía,parecías,parecía,parecíamos,parecíais,parecían,pareceré,parecerás,parecerá,pareceremos,pareceréis,parecerán,parecería,parecerías,parecería,pareceríamos,pareceríais,parecerían,parezca,parezcas,parezca,parezcamos,parezcáis,parezcan,pareciera,parecieras,pareciera,pareciéramos,parecierais,parecieran,pareciere,parecieres,pareciere,pareciéremos,pareciereis,parecieren,parece,parezca,pareced,parezcan,
partir,出発する,parto,partes,parte,partimos,partís,parten,partiendo,partido,partí,partiste,partió,partimos,partisteis,partieron,partía,partías,partía,partíamos,partíais,partían,partiré,partirás,partirá,partiremos,partiréis,partirán,partiría,partirías,partiría,partiríamos,partiríais,partirían,parta,partas,parta,partamos,partáis,partan,partiera,partieras,partiera,partiéramos,partierais,partieran,partiere,partieres,partiere,partiéremos,partiereis,partieren,parte,parta,partid,partan,
pasar,起こる、過ごす,paso,pasas,pasa,pasamos,pasáis,pasan,pasando,pasado,pasé,pasaste,pasó,pasamos,pasasteis,pasaron,pasaba,pasabas,pasaba,pasábamos,pasabais,pasaban,pasaré,pasarás,pasará,pasaremos,pasaréis,pasarán,pasaría,pasarías,pasaría,pasaríamos,pasaríais,pasarían,pase,pases,pase,pasemos,paséis,pasen,pasara,pasaras,pasara,pasáramos,pasarais,pasaran,pasare,pasares,pasare,pasáremos,pasareis,pasaren,pasa,pase,pasad,pasen,
pedir,頼む、注文する、求める,pido,pides,pide,pedimos,pedís,piden,pidiendo,pedido,pedí,pediste,pidió,pedimos,pedisteis,pidieron,pedía,pedías,pedía,pedíamos,pedíais,pedían,pediré,pedirás,pedirá,pediremos,pediréis,pedirán,pediría,pedirías,pediría,pediríamos,pediríais,pedirían,pida,pidas,pida,pidamos,pidáis,pidan,pidiera,pidieras,pidiera,pidiéramos,pidierais,pidieran,pidiere,pidieres,pidiere,pidiéremos,pidiereis,pidieren,pide,pida,pedid,pidan,
pensar,考える、思う,pienso,piensas,piensa,pensamos,pensáis,piensan,pensando,pensado,pensé,pensaste,pensó,pensamos,pensasteis,pensaron,pensaba,pensabas,pensaba,pensábamos,pensabais,pensaban,pensaré,pensarás,pensará,pensaremos,pensaréis,pensarán,pensaría,pensarías,pensaría,pensaríamos,pensaríais,pensarían,piense,pienses,piense,pensemos,penséis,piensen,pensara,pensaras,pensara,pensáramos,pensarais,pensaran,pensare,pensares,pensare,pensáremos,pensareis,pensaren,piensa,piense,pensad,piensen,
pesar,計測する,peso,pesas,pesa,pesamos,pesáis,pesan,pesando,pesado,pesé,pesaste,pesó,pesamos,pesasteis,pesaron,pesaba,pesabas,pesaba,pesábamos,pesabais,pesaban,pesaré,pesarás,pesará,pesaremos,pesaréis,pesarán,pesaría,pesarías,pesaría,pesaríamos,pesaríais,pesarían,pese,peses,pese,pesemos,peséis,pesen,pesara,pesaras,pesara,pesáramos,pesarais,pesaran,pesare,pesares,pesare,pesáremos,pesareis,pesaren,pesa,pese,pesad,pesen,
poder,〜ができる,puedo,puedes,puede,podemos,podéis,pueden,pudiendo,podido,pude,pudiste,pudo,pudimos,pudisteis,pudieron,podía,podías,podía,podíamos,podíais,podían,podré,podrás,podrá,podremos,podréis,podrán,podría,podrías,podría,podríamos,podríais,podrían,pueda,puedas,pueda,podamos,podáis,puedan,pudiera,pudieras,pudiera,pudiéramos,pudierais,pudieran,pudiere,pudieres,pudiere,pudiéremos,pudiereis,pudieren,puede,pueda,poded,puedan,
poner,置く、〜にする、動かす,pongo,pones,pone,ponemos,ponéis,ponen,poniendo,puesto,puse,pusiste,puso,pusimos,pusisteis,pusieron,ponía,ponías,ponía,poníamos,poníais,ponían,pondré,pondrás,pondrá,pondremos,pondréis,pondrán,pondría,pondrías,pondría,pondríamos,pondríais,pondrían,ponga,pongas,ponga,pongamos,pongáis,pongan,pusiera,pusieras,pusiera,pusiéramos,pusierais,pusieran,pusiere,pusieres,pusiere,pusiéremos,pusiereis,pusieren,pon,ponga,poned,pongan,
preocupar,心配する,preocupo,preocupas,preocupa,preocupamos,preocupáis,preocupan,preocupando,preocupado,preocupé,preocupaste,preocupó,preocupamos,preocupasteis,preocuparon,preocupaba,preocupabas,preocupaba,preocupábamos,preocupabais,preocupaban,preocuparé,preocuparás,preocupará,preocuparemos,preocuparéis,preocuparán,preocuparía,preocuparías,preocuparía,preocuparíamos,preocuparíais,preocuparían,preocupe,preocupes,preocupe,preocupemos,preocupéis,preocupen,preocupara,preocuparas,preocupara,preocupáramos,preocuparais,preocuparan,preocupare,preocupares,preocupare,preocupáremos,preocupareis,preocuparen,preocupa,preocupe,preocupad,preocupen,
preparar,準備する,preparo,preparas,prepara,preparamos,preparáis,preparan,preparando,preparado,preparé,preparaste,preparó,preparamos,preparasteis,prepararon,preparaba,preparabas,preparaba,preparábamos,preparabais,preparaban,prepararé,prepararás,preparará,prepararemos,prepararéis,prepararán,prepararía,prepararías,prepararía,prepararíamos,prepararíais,prepararían,prepare,prepares,prepare,preparemos,preparéis,preparen,preparara,prepararas,preparara,preparáramos,prepararais,prepararan,preparare,preparares,preparare,preparáremos,preparareis,prepararen,prepara,prepare,preparad,preparen,
producir,生産する、もたらす,produzco,produces,produce,producimos,producís,producen,produciendo,producido,produje,produjiste,produjo,produjimos,produjisteis,produjeron,producía,producías,producía,producíamos,producíais,producían,produciré,producirás,producirá,produciremos,produciréis,producirán,produciría,producirías,produciría,produciríamos,produciríais,producirían,produzca,produzcas,produzca,produzcamos,produzcáis,produzcan,produjera,produjeras,produjera,produjéramos,produjerais,produjeran,produjere,produjeres,produjere,produjéremos,produjereis,produjeren,produce,produzca,producid,produzcan,
quedar,残る,quedo,quedas,queda,quedamos,quedáis,quedan,quedando,quedado,quedé,quedaste,quedó,quedamos,quedasteis,quedaron,quedaba,quedabas,quedaba,quedábamos,quedabais,quedaban,quedaré,quedarás,quedará,quedaremos,quedaréis,quedarán,quedaría,quedarías,quedaría,quedaríamos,quedaríais,quedarían,quede,quedes,quede,quedemos,quedéis,queden,quedara,quedaras,quedara,quedáramos,quedarais,quedaran,quedare,quedares,quedare,quedáremos,quedareis,quedaren,queda,quede,quedad,queden,
querer,欲する、〜したい,quiero,quieres,quiere,queremos,queréis,quieren,queriendo,querido,quise,quisiste,quiso,quisimos,quisisteis,quisieron,quería,querías,quería,queríamos,queríais,querían,querré,querrás,querrá,querremos,querréis,querrán,querría,querrías,querría,querríamos,querríais,querrían,quiera,quieras,quiera,queramos,queráis,quieran,quisiera,quisieras,quisiera,quisiéramos,quisierais,quisieran,quisiere,quisieres,quisiere,quisiéremos,quisiereis,quisieren,quiere,quiera,quered,quieran,
recibir,受け取る,recibo,recibes,recibe,recibimos,recibís,reciben,recibiendo,recibido,recibí,recibiste,recibió,recibimos,recibisteis,recibieron,recibía,recibías,recibía,recibíamos,recibíais,recibían,recibiré,recibirás,recibirá,recibiremos,recibiréis,recibirán,recibiría,recibirías,recibiría,recibiríamos,recibiríais,recibirían,reciba,recibas,reciba,recibamos,recibáis,reciban,recibiera,recibieras,recibiera,recibiéramos,recibierais,recibieran,recibiere,recibieres,recibiere,recibiéremos,recibiereis,recibieren,recibe,reciba,recibid,reciban,
recomendar,推薦、推奨する,recomiendo,recomiendas,recomienda,recomendamos,recomendáis,recomiendan,recomendando,recomendado,recomendé,recomendaste,recomendó,recomendamos,recomendasteis,recomendaron,recomendaba,recomendabas,recomendaba,recomendábamos,recomendabais,recomendaban,recomendaré,recomendarás,recomendará,recomendaremos,recomendaréis,recomendarán,recomendaría,recomendarías,recomendaría,recomendaríamos,recomendaríais,recomendarían,recomiende,recomiendes,recomiende,recomendemos,recomendéis,recomienden,recomendara,recomendaras,recomendara,recomendáramos,recomendarais,recomendaran,recomendare,recomendares,recomendare,recomendáremos,recomendareis,recomendaren,recomienda,recomiende,recomendad,recomienden,
recorrer,巡る,recorro,recorres,recorre,recorremos,recorréis,recorren,recorriendo,recorrido,recorrí,recorriste,recorrió,recorrimos,recorristeis,recorrieron,recorría,recorrías,recorría,recorríamos,recorríais,recorrían,recorreré,recorrerás,recorrerá,recorreremos,recorreréis,recorrerán,recorrería,recorrerías,recorrería,recorreríamos,recorreríais,recorrerían,recorra,recorras,recorra,recorramos,recorráis,recorran,recorriera,recorrieras,recorriera,recorriéramos,recorrierais,recorrieran,recorriere,recorrieres,recorriere,recorriéremos,recorriereis,recorrieren,recorre,recorra,recorred,recorran,
regalar,あげる、贈る,regalo,regalas,regala,regalamos,regaláis,regalan,regalando,regalado,regalé,regalaste,regaló,regalamos,regalasteis,regalaron,regalaba,regalabas,regalaba,regalábamos,regalabais,regalaban,regalaré,regalarás,regalará,regalaremos,regalaréis,regalarán,regalaría,regalarías,regalaría,regalaríamos,regalaríais,regalarían,regale,regales,regale,regalemos,regaléis,regalen,regalara,regalaras,regalara,regaláramos,regalarais,regalaran,regalare,regalares,regalare,regaláremos,regalareis,regalaren,regala,regale,regalad,regalen,
reír,笑う,río,ríes,ríe,reímos,reís,ríen,riendo,reído,reí,reíste,rio,reímos,reísteis,rieron,reía,reías,reía,reíamos,reíais,reían,reiré,reirás,reirá,reiremos,reiréis,reirán,reiría,reirías,reiría,reiríamos,reiríais,reirían,ría,rías,ría,riamos,riais,rían,riera,rieras,riera,riéramos,rierais,rieran,riere,rieres,riere,riéremos,riereis,rieren,ríe,ría,reíd,rían,
repetir,繰り返す,repito,repites,repite,repetimos,repetís,repiten,repitiendo,repetido,repetí,repetiste,repitió,repetimos,repetisteis,repitieron,repetía,repetías,repetía,repetíamos,repetíais,repetían,repetiré,repetirás,repetirá,repetiremos,repetiréis,repetirán,repetiría,repetirías,repetiría,repetiríamos,repetiríais,repetirían,repita,repitas,repita,repitamos,repitáis,repitan,repitiera,repitieras,repitiera,repitiéramos,repitierais,repitieran,repitiere,repitieres,repitiere,repitiéremos,repitiereis,repitieren,repite,repita,repetid,repitan,
resolver,解決する,resuelvo,resuelves,resuelve,resolvemos,resolvéis,resuelven,resolviendo,resuelto,resolví,resolviste,resolvió,resolvimos,resolvisteis,resolvieron,resolvía,resolvías,resolvía,resolvíamos,resolvíais,resolvían,resolveré,resolverás,resolverá,resolveremos,resolveréis,resolverán,resolvería,resolverías,resolvería,resolveríamos,resolveríais,resolverían,resuelva,resuelvas,resuelva,resolvamos,resolváis,resuelvan,resolviera,resolvieras,resolviera,resolviéramos,resolvierais,resolvieran,resolviere,resolvieres,resolviere,resolviéremos,resolviereis,resolvieren,resuelve,resuelva,resolved,resuelvan,
romper,壊す,rompo,rompes,rompe,rompemos,rompéis,rompen,rompiendo,roto,rompí,rompiste,rompió,rompimos,rompisteis,rompieron,rompía,rompías,rompía,rompíamos,rompíais,rompían,romperé,romperás,romperá,romperemos,romperéis,romperán,rompería,romperías,rompería,romperíamos,romperíais,romperían,rompa,rompas,rompa,rompamos,rompáis,rompan,rompiera,rompieras,rompiera,rompiéramos,rompierais,rompieran,rompiere,rompieres,rompiere,rompiéremos,rompiereis,rompieren,rompe,rompa,romped,rompan,
saber,〜する知識がある、知っている,sé,sabes,sabe,sabemos,sabéis,saben,sabiendo,sabido,supe,supiste,supo,supimos,supisteis,supieron,sabía,sabías,sabía,sabíamos,sabíais,sabían,sabré,sabrás,sabrá,sabremos,sabréis,sabrán,sabría,sabrías,sabría,sabríamos,sabríais,sabrían,sepa,sepas,sepa,sepamos,sepáis,sepan,supiera,supieras,supiera,supiéramos,supierais,supieran,supiere,supieres,supiere,supiéremos,supiereis,supieren,sabe,sepa,sabed,sepan,
salir,出かける、出発する,salgo,sales,sale,salimos,salís,salen,saliendo,salido,salí,saliste,salió,salimos,salisteis,salieron,salía,salías,salía,salíamos,salíais,salían,saldré,saldrás,saldrá,saldremos,saldréis,saldrán,saldría,saldrías,saldría,saldríamos,saldríais,saldrían,salga,salgas,salga,salgamos,salgáis,salgan,saliera,salieras,saliera,saliéramos,salierais,salieran,saliere,salieres,saliere,saliéremos,saliereis,salieren,sal,salga,salid,salgan,
seguir,〜の後を追う、追う、続く,sigo,sigues,sigue,seguimos,seguís,siguen,siguiendo,seguido,seguí,seguiste,siguió,seguimos,seguisteis,siguieron,seguía,seguías,seguía,seguíamos,seguíais,seguían,seguiré,seguirás,seguirá,seguiremos,seguiréis,seguirán,seguiría,seguirías,seguiría,seguiríamos,seguiríais,seguirían,siga,sigas,siga,sigamos,sigáis,sigan,siguiera,siguieras,siguiera,siguiéramos,siguierais,siguieran,siguiere,siguieres,siguiere,siguiéremos,siguiereis,siguieren,sigue,siga,seguid,sigan,
sentir,感じる、残念に思う,siento,sientes,siente,sentimos,sentís,sienten,sintiendo,sentido,sentí,sentiste,sintió,sentimos,sentisteis,sintieron,sentía,sentías,sentía,sentíamos,sentíais,sentían,sentiré,sentirás,sentirá,sentiremos,sentiréis,sentirán,sentiría,sentirías,sentiría,sentiríamos,sentiríais,sentirían,sienta,sientas,sienta,sintamos,sintáis,sientan,sintiera,sintieras,sintiera,sintiéramos,sintierais,sintieran,sintiere,sintieres,sintiere,sintiéremos,sintiereis,sintieren,siente,sienta,sentid,sientan,
ser,永続的性質を述べるとき,soy,eres,es,somos,sois,son,siendo,sido,fui,fuiste,fue,fuimos,fuisteis,fueron,era,eras,era,éramos,erais,eran,seré,serás,será,seremos,seréis,serán,sería,serías,sería,seríamos,seríais,serían,sea,seas,sea,seamos,seáis,sean,fuera,fueras,fuera,fuéramos,fuerais,fueran,fuere,fueres,fuere,fuéremos,fuereis,fueren,sé,sea,sed,sean,
servir,仕える、役立つ、給仕する,sirvo,sirves,sirve,servimos,servís,sirven,sirviendo,servido,serví,serviste,sirvió,servimos,servisteis,sirvieron,servía,servías,servía,servíamos,servíais,servían,serviré,servirás,servirá,serviremos,serviréis,servirán,serviría,servirías,serviría,serviríamos,serviríais,servirían,sirva,sirvas,sirva,sirvamos,sirváis,sirvan,sirviera,sirvieras,sirviera,sirviéramos,sirvierais,sirvieran,sirviere,sirvieres,sirviere,sirviéremos,sirviereis,sirvieren,sirve,sirva,servid,sirvan,
tener,持つ、ある,tengo,tienes,tiene,tenemos,tenéis,tienen,teniendo,tenido,tuve,tuviste,tuvo,tuvimos,tuvisteis,tuvieron,tenía,tenías,tenía,teníamos,teníais,tenían,tendré,tendrás,tendrá,tendremos,tendréis,tendrán,tendría,tendrías,tendría,tendríamos,tendríais,tendrían,tenga,tengas,tenga,tengamos,tengáis,tengan,tuviera,tuvieras,tuviera,tuviéramos,tuvierais,tuvieran,tuviere,tuvieres,tuviere,tuviéremos,tuviereis,tuvieren,ten,tenga,tened,tengan,
terminar,終わらせる,termino,terminas,termina,terminamos,termináis,terminan,terminando,terminado,terminé,terminaste,terminó,terminamos,terminasteis,terminaron,terminaba,terminabas,terminaba,terminábamos,terminabais,terminaban,terminaré,terminarás,terminará,terminaremos,terminaréis,terminarán,terminaría,terminarías,terminaría,terminaríamos,terminaríais,terminarían,termine,termines,termine,terminemos,terminéis,terminen,terminara,terminaras,terminara,termináramos,terminarais,terminaran,terminare,terminares,terminare,termináremos,terminareis,terminaren,termina,termine,terminad,terminen,
tomar,飲む,tomo,tomas,toma,tomamos,tomáis,toman,tomando,tomado,tomé,tomaste,tomó,tomamos,tomasteis,tomaron,tomaba,tomabas,tomaba,tomábamos,tomabais,tomaban,tomaré,tomarás,tomará,tomaremos,tomaréis,tomarán,tomaría,tomarías,tomaría,tomaríamos,tomaríais,tomarían,tome,tomes,tome,tomemos,toméis,tomen,tomara,tomaras,tomara,tomáramos,tomarais,tomaran,tomare,tomares,tomare,tomáremos,tomareis,tomaren,toma,tome,tomad,tomen,
trabajar,働く,trabajo,trabajas,trabaja,trabajamos,trabajáis,trabajan,trabajando,trabajado,trabajé,trabajaste,trabajó,trabajamos,trabajasteis,trabajaron,trabajaba,trabajabas,trabajaba,trabajábamos,trabajabais,trabajaban,trabajaré,trabajarás,trabajará,trabajaremos,trabajaréis,trabajarán,trabajaría,trabajarías,trabajaría,trabajaríamos,trabajaríais,trabajarían,trabaje,trabajes,trabaje,trabajemos,trabajéis,trabajen,trabajara,trabajaras,trabajara,trabajáramos,trabajarais,trabajaran,trabajare,trabajares,trabajare,trabajáremos,trabajareis,trabajaren,trabaja,trabaje,trabajad,trabajen,
traer,連れてくる、持ってくる,traigo,traes,trae,traemos,traéis,traen,trayendo,traído,traje,trajiste,trajo,trajimos,trajisteis,trajeron,traía,traías,traía,traíamos,traíais,traían,traeré,traerás,traerá,traeremos,traeréis,traerán,traería,traerías,traería,traeríamos,traeríais,traerían,traiga,traigas,traiga,traigamos,traigáis,traigan,trajera,trajeras,trajera,trajéramos,trajerais,trajeran,trajere,trajeres,trajere,trajéremos,trajereis,trajeren,trae,traiga,traed,traigan,
vender,売る,vendo,vendes,vende,vendemos,vendéis,venden,vendiendo,vendido,vendí,vendiste,vendió,vendimos,vendisteis,vendieron,vendía,vendías,vendía,vendíamos,vendíais,vendían,venderé,venderás,venderá,venderemos,venderéis,venderán,vendería,venderías,vendería,venderíamos,venderíais,venderían,venda,vendas,venda,vendamos,vendáis,vendan,vendiera,vendieras,vendiera,vendiéramos,vendierais,vendieran,vendiere,vendieres,vendiere,vendiéremos,vendiereis,vendieren,vende,venda,vended,vendan,
venir,来る,vengo,vienes,viene,venimos,venís,vienen,viniendo,venido,vine,viniste,vino,vinimos,vinisteis,vinieron,venía,venías,venía,veníamos,veníais,venían,vendré,vendrás,vendrá,vendremos,vendréis,vendrán,vendría,vendrías,vendría,vendríamos,vendríais,vendrían,venga,vengas,venga,vengamos,vengáis,vengan,viniera,vinieras,viniera,viniéramos,vinierais,vinieran,viniere,vinieres,viniere,viniéremos,viniereis,vinieren,ven,venga,venid,vengan,
ver,見る、見える,veo,ves,ve,vemos,veis,ven,viendo,visto,vi,viste,vio,vimos,visteis,vieron,veía,veías,veía,veíamos,veíais,veían,veré,verás,verá,veremos,veréis,verán,vería,verías,vería,veríamos,veríais,verían,vea,veas,vea,veamos,veáis,vean,viera,vieras,viera,viéramos,vierais,vieran,viere,vieres,viere,viéremos,viereis,vieren,ve,vea,ved,vean,
viajar,旅行する,viajo,viajas,viaja,viajamos,viajáis,viajan,viajando,viajado,viajé,viajaste,viajó,viajamos,viajasteis,viajaron,viajaba,viajabas,viajaba,viajábamos,viajabais,viajaban,viajaré,viajarás,viajará,viajaremos,viajaréis,viajarán,viajaría,viajarías,viajaría,viajaríamos,viajaríais,viajarían,viaje,viajes,viaje,viajemos,viajéis,viajen,viajara,viajaras,viajara,viajáramos,viajarais,viajaran,viajare,viajares,viajare,viajáremos,viajareis,viajaren,viaja,viaje,viajad,viajen,
vivir,住む、生きる,vivo,vives,vive,vivimos,vivís,viven,viviendo,vivido,viví,viviste,vivió,vivimos,vivisteis,vivieron,vivía,vivías,vivía,vivíamos,vivíais,vivían,viviré,vivirás,vivirá,viviremos,viviréis,vivirán,viviría,vivirías,viviría,viviríamos,viviríais,vivirían,viva,vivas,viva,vivamos,viváis,vivan,viviera,vivieras,viviera,viviéramos,vivierais,vivieran,viviere,vivieres,viviere,viviéremos,viviereis,vivieren,vive,viva,vivid,vivan,
volar,飛ぶ,vuelo,vuelas,vuela,volamos,voláis,vuelan,volando,volado,volé,volaste,voló,volamos,volasteis,volaron,volaba,volabas,volaba,volábamos,volabais,volaban,volaré,volarás,volará,volaremos,volaréis,volarán,volaría,volarías,volaría,volaríamos,volaríais,volarían,vuele,vueles,vuele,volemos,voléis,vuelen,volara,volaras,volara,voláramos,volarais,volaran,volare,volares,volare,voláremos,volareis,volaren,vuela,vuele,volad,vuelen,
volver,帰る,vuelvo,vuelves,vuelve,volvemos,volvéis,vuelven,volviendo,vuelto,volví,volviste,volvió,volvimos,volvisteis,volvieron,volvía,volvías,volvía,volvíamos,volvíais,volvían,volveré,volverás,volverá,volveremos,volveréis,volverán,volvería,volverías,volvería,volveríamos,volveríais,volverían,vuelva,vuelvas,vuelva,volvamos,volváis,vuelvan,volviera,volvieras,volviera,volviéramos,volvierais,volvieran,volviere,volvieres,volviere,volviéremos,volviereis,volvieren,vuelve,vuelva,volved,vuelvan,
